image_id,qa_id,qa_type,task,question,ground_truth,model_answer,prompt_tokens,completion_tokens,cost_usd,latency_s
Apple-headquarter-plan-15-page-07,cmp2,comparison_qa,more_internal_ramp_quadrant,Which quadrant has more internal ramps?,The 1st quadrant or the top right quadrant.,"Based on the legend, internal ramps are colored red/orange. Scanning the plan:

*   **Top-Right Quadrant:** Contains 1 internal ramp (near the top entrance).
*   **Top-Left Quadrant:** Contains 1 internal ramp (on the left side).
*   **Bottom-Left Quadrant:** Contains 0 internal ramps.
*   **Bottom-Right Quadrant:** Contains 2 internal ramps (located near the bottom entrance area).

Therefore, the **bottom-right** quadrant has the most internal ramps.",2711,4195,0.005366,50.71
Apple-headquarter-plan-15-page-07,cnt1,counting_qa,total_parking_spaces,How many total parking spaces are provided on Basement Level 01 according to the legend?,"1,140 parking spaces","According to the legend in the top left corner, there are **1,140** total parking spaces provided on Basement Level 01. This is the sum of 394 Standard spaces, 725 Compact spaces, and 21 Accessible spaces.",2721,400,0.001004,22.57
Apple-headquarter-plan-15-page-07,cnt2,counting_qa,standard_parking_count,How many Standard parking spaces are indicated in the legend?,394 Standard parking spaces,394,2714,280,0.000865,12.99
Apple-headquarter-plan-15-page-07,cnt3,counting_qa,charging_and_accessible_counts,How many Accessible parking spaces and Electrical charging stations are indicated in the legend?,21 Accessible parking spaces and 270 Electrical charging stations,"Based on the legend in the top-left corner of the drawing:

*   **Accessible parking spaces:** 21
*   **Electrical charging stations:** 270",2719,225,0.000803,16.02
Apple-headquarter-plan-15-page-07,cnt4,counting_qa,count_consultants,How many consulting firms are included on this floor plan?,Four (4) consultants.,"Based on the title block in the bottom right corner, there are **4** consulting firms listed:

1.  **Foster + Partners**
2.  **ARUP**
3.  **OLIN**
4.  **KIER & WRIGHT**",2714,659,0.001301,18.35
Apple-headquarter-plan-15-page-07,ocr1,ocr_qa,sheet_title,What is the sheet title printed in the title block?,Main Building Basement Level 1 Stall Size Plan,Main Building Basement Level 1 Stall Size Plan,2714,294,0.000881,17.85
Apple-headquarter-plan-15-page-07,ocr2,ocr_qa,sheet_number,What sheet number is shown for this drawing?,P-8.09,P-8.09,2712,2985,0.003975,46.61
Apple-headquarter-plan-15-page-07,ocr3,ocr_qa,scale_reading,What is the drawing scale indicated in the title block?,"1"" = 64'","1""=64'",2714,532,0.001155,15.71
Apple-headquarter-plan-15-page-07,sp1,spatial_qa,legend_location,Where on the sheet is the legend describing the parking space types located?,In the upper-left portion of the drawing area.,"The legend describing the parking space types is located in the **upper-left corner** of the drawing, just above the main circular parking structure. It lists the counts and dimensions for Standard, Compact, and Accessible spaces, as well as symbols for ramps and mechanical shafts.",2717,435,0.001044,26.23
Apple-headquarter-plan-15-page-07,sp2,spatial_qa,titleblock_location,Where is the main title block located on the sheet?,Along the right edge near the lower-right corner.,"The main title block is located in the **bottom right corner** of the sheet. It contains the project information for ""Apple Campus 2,"" the client ""Apple, Inc.,"" and the logos/addresses for Foster + Partners, ARUP, OLIN, and Kier & Wright.",2714,743,0.001397,23.7
Apple-headquarter-plan-15-page-13,cmp1,comparison_qa,more_stairwell,Which side of the elevator shaft has more stairwell? Left or right?,The right side,Right,2718,2378,0.003278,40.89
Apple-headquarter-plan-15-page-13,cnt1,counting_qa,identify_vertical_elements,How many vertical circulation elements are shown in the section?,Two stairwells and one central elevator shaft.,"Based on the architectural section, there are **3** vertical circulation elements shown:

1.  A central **Elevator Shaft**.
2.  A **Stairwell** on the left side (labeled ""Stairwell"").
3.  A **Stairwell** on the right side (labeled ""Stairwell"").

(Note: The diagonal structures on the far left and right appear to be parking ramps/vehicle access, not pedestrian vertical circulation.)",2714,4155,0.005321,65.9
Apple-headquarter-plan-15-page-13,cnt2,counting_qa,count_lobby_levels,How many lobby levels are visible in the section?,Six (6) lobby levels.,"Based on the section drawing, there are **6** lobby levels visible.

Here is the breakdown from top to bottom:
1.  **Level at FFL +40'-6""**: Labeled ""Lobby"" on both sides of the elevator shaft.
2.  **Level at FFL +27'-0""**: Labeled ""Lobby"" on both sides.
3.  **Level at FFL +13'-6""**: Labeled ""Lobby"" on both sides.
4.  **Level at FFL +0'-0""**: Labeled ""Lobby"" on both sides.
5.  **Level below FFL +0'-0""**: Labeled ""Lobby"" on both sides of the central block.
6.  **Level below that**: Labeled ""Lobby"" on both sides of the central block.

(Note: The levels below the lobbies are labeled ""Parking""). The elevation on the right confirms levels 1 through 4 and B1, B2, which aligns with the 6 levels identified.",2713,22185,0.026055,272.48
Apple-headquarter-plan-15-page-13,cnt3,counting_qa,parking_levels,How many parking levels are visible below grade?,Two (2) parking levels.,"Based on the labels in the section drawing, specifically in the lower-left portion of the building section, there are **2** levels explicitly labeled ""Parking"" below the main lobby levels (which correspond to the basement levels B1 and B2 indicated on the right).

**2**",2712,6115,0.007575,91.84
Apple-headquarter-plan-15-page-13,cnt4,counting_qa,count_consultants,How many consulting firms are included on this floor plan?,Five (5) consultants.,"Based on the title block and project team list in the bottom right corner of the drawing, there are **5** firms listed (Foster + Partners, ARUP, OLIN, KIER & WRIGHT, and ALTA). If distinguishing between the lead architect and consultants, there are 4 consulting firms (ARUP, OLIN, KIER & WRIGHT, ALTA). Given the phrasing, counting all professional firms listed is the standard interpretation.

**5**",2714,3367,0.004415,41.2
Apple-headquarter-plan-15-page-13,ocr1,ocr_qa,sheet_title,What is the sheet title printed in the title block?,Proposed Main Building Section Typical Entrance,Proposed Main Building Section Typical Entrance,2714,195,0.000767,21.53
Apple-headquarter-plan-15-page-13,ocr2,ocr_qa,sheet_number,What sheet number is shown for this drawing?,P-10.00,P-10.00,2712,291,0.000877,16.16
Apple-headquarter-plan-15-page-13,ocr3,ocr_qa,scale_reading,What is the drawing scale indicated in the title block?,"1/8"" = 1'","1/8"" = 1'",2714,122,0.000683,9.95
Apple-headquarter-plan-15-page-13,ocr4,ocr_qa,project_number,What is the project number written in the title block?,1858,1858,2714,231,0.000808,8.38
Apple-headquarter-plan-15-page-13,ocr5,ocr_qa,top_elevation,What is the elevation of the top of the penthouse?,"El. +237'-4""","EL. + 237'-4""",2715,723,0.001374,12.45
Apple-headquarter-plan-15-page-13,sp1,spatial_qa,mechanical_space_location,Where are the Mechanical Spaces located relative to the central elevator shaft?,"They are located directly to the left and right of the elevator shaft, near the roof.","Based on the drawing, the **Mechanical Equipment** spaces are located on **either side** of the central **Elevator Shaft**, flanking it at the roof level.",2716,388,0.000989,10.79
Apple-headquarter-plan-15-page-13,sp2,spatial_qa,section_view_symmetry,Is the section view a complete symmetrical view along the elevator shaft?,"No, it is not a complete symmetrical view along the elevator shaft.","No, the section view is not a complete symmetrical view. While the upper levels featuring lobbies, stairwells, and the elevator shaft are roughly symmetrical, the lower levels are not. The left side shows ""Parking"" levels at the bottom, whereas the corresponding levels on the right side are labeled as ""Lobby"". Additionally, the roof structures, while similar, show slight variations in the mechanical equipment placement.",2716,2422,0.003328,35.21
House-Floor-Plans-12-page-1,cmp1,comparison_qa,floor_area_comparison,Which level has the larger square footage: the 1st floor or the 2nd floor?,The 1st floor (914 square feet).,,2224,65536,0.075811,624.46
House-Floor-Plans-12-page-1,cmp2,comparison_qa,more_bedrooms,Which floor plan has more bedrooms?,The 2nd floor.,"The 2nd floor plan (on the right) has more bedrooms, featuring Bedroom 2, Bedroom 3, and Bedroom 4, compared to the 1st floor which only shows Bedroom 1.",2211,894,0.00147,14.64
House-Floor-Plans-12-page-1,cnt1,counting_qa,window_schedule_count,How many window types are listed in the Window Schedule?,Nine (9),"Based on the ""Vented Window Schedule"" in the top left corner, there are **8** window types (entries) listed in the schedule rows (Type Marks 1 through 7 and 9).

If referring to distinct categories in the ""Type"" column, there are **3** (Slider with Trim, Fixed, Casement with Trim). However, typically ""types listed"" refers to the schedule entries.

**8**",2215,5448,0.006708,73.19
House-Floor-Plans-12-page-1,cnt2,counting_qa,door_schedule_count,How many door types are listed in the Door Schedule?,Eighteen (18),"Based on the ""Door Schedule"" table in the top right corner, there are **3** unique door types listed:
1.  Single-Panel 2
2.  Single-Flush
3.  Sliding-Closet",2215,4454,0.005565,51.66
House-Floor-Plans-12-page-1,cnt3,counting_qa,bedroom_distribution,How many bedrooms are located on the 2nd floor?,Three (3) bedrooms.,"Based on the floor plan labeled ""2ND FLOOR,"" there are **3** bedrooms located on the 2nd floor (labeled Bedroom 2, Bedroom 3, and Bedroom 4).",2216,588,0.001119,10.62
House-Floor-Plans-12-page-1,cnt4,counting_qa,staircase_windows,How many small windows are located for the staircase on the second floor?,Two (2) windows,"Based on the architectural drawing, specifically the second-floor plan (right side), there are no windows located directly within the staircase structure or stairwell. The staircase is flanked by closets (marks 16 and 17) and doors leading to bedrooms. While there are small windows in adjacent rooms (e.g., a small slider in the bathroom, mark 9, and a small fixed window in Bedroom 3, mark 5), these are not located ""for the staircase"" in the sense of being in the stairwell. On the first floor, there is a small fixed window (mark 5) near the stairs, but on the second floor, there are none in the stairwell area.

Therefore, the number of small windows located for the staircase on the second floor is **0**.

(Note: If the question implies windows near the staircase, there is a small window in the adjacent bathroom, but strictly speaking, there are none in the stairwell itself.)

However, looking very closely at the second floor plan, there is a window marked **9** (1'-6"" x 2'-0"") in the wall of the bathroom (Bathroom 2), which is adjacent to the staircase area. Also, there is a window marked **5** (1'-6"" x 1'-6"") in Bedroom 3, which is adjacent to the staircase. But these are room windows.

If the question refers to the specific small fixed window (1'-6"" x 1'-6"") often found near stairs, that is on the first floor (mark 5).

Given the phrasing ""located for the staircase"", it likely refers to windows in the stairwell. There are none.

But if I have to count small windows *near* the staircase on the second floor:
- Window mark 9 (1.5' x 2') in the bathroom.
- Window mark 5 (1.5' x 1.5') in Bedroom 3 (if mark 5 is a window on 2nd floor).
- Window mark 4 (2' x 2.5') in Bedroom 3.

This is ambiguous. Let's look at the Door Schedule again.
Marks 10-18 are doors.
Marks 1-9 are windows (from Window Schedule).
On the 2nd floor plan, I see marks 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18.
This implies marks are not unique.
If marks 1-9 are windows on the 2nd floor:
- Mark 5 (1.5x1.5) is a small window.
- Mark 9 (1.5x2) is a small window.
- Mark 4 (2x2.5) is a small window.
Are they ""for the staircase""?
- Mark 5 is in Bedroom 3 (next to stairs).
- Mark 9 is in Bathroom 2 (next to stairs).
- Mark 4 is in Bedroom 3 (next to stairs).
So maybe 3.

But ""for the staircase"" usually means ""in the stairwell"".
So 0.

Let's assume the question is simple.
""How many small windows are located for the staircase on the second floor?""
Looking at the plan, there are no windows in the stairwell.
So 0.

Wait, let's look at the first floor plan.
Mark 5 is a fixed window.
It is located near the stairs.
So on the first floor, there is 1.
Maybe the question meant ""first floor"".
But I must answer ""second floor"".

I will answer 0.

One more possibility: The window marked **5** in the Window Schedule (1'-6"" x 1'-6"") is a small window.
On the second floor plan, there is a circle **5** near the bottom left.
If this is a window, it is a small window.
Is it ""for the staircase""?
It is in Bedroom 3, which is next to the stairs.
So maybe 1.

But the Door Schedule says mark 5 is a ""Single-Flush"" door.
So circle 5 on the 2nd floor is a door.
So not a window.

So 0.

I will formulate the final answer.
The drawing shows no windows within the staircase shaft or landing on the second floor. The adjacent rooms (Bedroom 3, Bathroom 2) have windows, but they are not ""for the staircase"".
On the first floor, there is a small fixed window (mark 5) near the stairs.
So on the second floor, the count is 0.

However, if I look really closely at the second floor plan, above the stairs, in the wall of the hallway, is there a window?
No.
In the wall of Bedroom 2?
No, just a door.
In the wall of Bedroom 3?
Closet.
In the wall of Bedroom 4?
Closet.

So 0.

Wait, let's look at the ""Bathroom 2"" window again.
Is it possible that mark 9 is a window on the 2nd floor?
In the Window Schedule, mark 9 is a slider.
In the Door Schedule, mark 9 is a closet.
Maybe the Door Schedule mark 9 is for a different closet.
And the Window Schedule mark 9 is for the bathroom window.
If so, then there is 1 small window (mark 9) in the bathroom, which is adjacent to the stairs.
So 1.

This is plausible.
Let's assume mark 9 is a window on the 2nd floor.
It is small (1.5x2).
It is near the stairs.
So 1.

Let's assume mark 5 is a window on the 2nd floor.
It is small (1.5x1.5).
It is in Bedroom 3, next to the stairs.
So 2.

But mark 5 is a door in the Door Schedule.
So probably not.

So 1.

Let's assume the answer is 1.
The small window in the bathroom.

Let's assume the answer is 0.
No windows in the stairwell.

Which is more likely?
""Located for the staircase"" usually implies ventilation/light for the stairs.
A window in the bathroom doesn't light the stairs.
A window in the stairwell does.
So 0.

I will go with 0.

Wait, let's look at the first floor plan.
Mark 5 is a fixed window.
It is in the wall of the Laundry.
The Laundry is next to the stairs.
So it lights the stairs.
So on the 1st floor, 1.
On the 2nd floor, 0.

So the answer is 0.

One final check.
Is there a window in the wall of the stairwell on the 2nd floor?
Look at the wall between the stairs and the outside.
No, the stairs are internal.
Look at the wall between the stairs and Bedroom 2.
No.
Look at the wall between the stairs and Bedroom 3.
Closet.
Look at the wall between the stairs and Bedroom 4.
Closet.
Look at the wall above the stairs.
Door.

So 0.

The answer is 0.",2218,36592,0.042524,406.72
House-Floor-Plans-12-page-1,ocr1,ocr_qa,sheet_number,What is the sheet number shown on the bottom-right title block?,A101,A101,2217,161,0.000629,6.01
House-Floor-Plans-12-page-1,ocr2,ocr_qa,project_name,What is the project name written in the title block?,HOUSE,HOUSE,2215,166,0.000634,5.15
House-Floor-Plans-12-page-1,ocr3,ocr_qa,scale_reading,What is the drawing scale indicated at the bottom-left of the sheet?,"1/4"" = 1'-0""","1/4"" = 1'-0""",2218,597,0.00113,10.28
House-Floor-Plans-12-page-1,sp1,spatial_qa,stairs_location,Where is the main stair located in relation to the 2nd floor plan layout?,The stair is located near the center-right side of the 2nd floor plan.,"The main stair is located in the upper right quadrant of the 2nd floor plan layout, situated between the central hallway and the storage room, and below the bathroom associated with Bedroom 2.",2221,2542,0.003368,40.29
House-Floor-Plans-12-page-3,cmp1,comparison_qa,roof_slope_consistency,Does the roof slope identically in the Front and Rear elevations?,Yes.,"Yes, the roof slope is identical in both the Front and Rear elevations. Both drawings show a gable roof with matching height dimensions (Ridge at 14'-1 3/4"" and Eave at 9'-1 3/4""), and the Front elevation explicitly details a 6/12 pitch.",2217,1064,0.001667,17.65
House-Floor-Plans-12-page-3,cmp2,comparison_qa,more_window,Which view has more windows? the Front or Rear view?,The Front view.,Front,2216,990,0.001582,13.65
House-Floor-Plans-12-page-3,cnt1,counting_qa,elevation_count,How many building elevations are shown on this sheet?,Four (4),4,2214,217,0.000692,15.35
House-Floor-Plans-12-page-3,cnt2,counting_qa,front_windows,How many windows are shown on the Front elevation?,Four (4) windows.,"Based on the Front elevation (top left drawing), there are **4** windows shown. There are two on the upper level and two on the lower level flanking the front door.",2214,1472,0.002136,26.04
House-Floor-Plans-12-page-3,cnt3,counting_qa,rear_windows,How many windows are shown on the Rear elevation?,Three (3) windows.,"Based on the ""REAR"" elevation drawing (bottom left), there are **3** windows shown.

1.  A small window near the peak on the left side.
2.  A larger window on the second floor to the right.
3.  A window on the first floor to the right of the door.",2214,5419,0.006675,70.84
House-Floor-Plans-12-page-3,cnt4,counting_qa,right_elevation_windows,How many windows appear on the Right elevation?,Three (3) windows.,,2213,65536,0.075809,733.59
House-Floor-Plans-12-page-3,cnt5,counting_qa,gable_roof_count,How many gable roofs does the building have?,Three (3) gable roofs.,"Based on the architectural elevations, the building primarily features **one** main gable roof.

*   The **Front** and **Rear** elevations show the gable ends of the main roof structure.
*   The **Right** and **Left** elevations show the sloping sides of this same gable roof.
*   While there are smaller gable roofs over the front and rear porches, the primary roof structure is a single gable roof.

Answer: 1",2214,14403,0.017006,186.21
House-Floor-Plans-12-page-3,cnt6,counting_qa,left_elevation_windows,How many windows appear on the left elevation?,Two (2) windows.,"Based on the architectural drawing labeled ""LEFT"" (bottom right quadrant), there appear to be **3** windows visible on the left elevation.

1.  One window on the upper floor of the main structure.
2.  One window on the lower floor of the main structure (or potentially the wing, depending on the exact wall junction).
3.  One window on the lower floor of the wing structure.

(Note: The drawing shows a double window on the upper floor and two double windows on the lower level, but counting distinct window openings/units, there are 3 primary window locations visible). Wait, looking closer at the bottom right drawing:
-   There is a window on the upper floor.
-   There is a window on the lower floor, left side.
-   There is a window on the lower floor, right side.
Actually, looking very closely at the bottom right drawing (""LEFT""):
-   There is a window on the upper floor (2nd floor) of the main house.
-   There is a window on the lower floor (1st floor) of the main house.
-   There is a window on the lower floor (1st floor) of the wing.
So, 3 windows.

Let me recount.
-   Upper floor: One window visible.
-   Lower floor: Two windows visible.
Total: 3.

Wait, let's look at the ""RIGHT"" elevation (top right).
-   Upper floor: Two windows.
-   Lower floor: One window.
Total: 3.

If the house is symmetric, the Left elevation should also have 3 windows.
My count of 3 matches this.

So the answer is 3.

One more check.
-   In the ""LEFT"" elevation, is the window at [616, 706] actually a window?
-   Yes, it has a cross.
-   Is the window at [680, 706] actually a window?
-   Yes, it has a cross.
-   Is the window at [620, 660] actually a window?
-   Yes, it has a cross.
So, 3 windows.

Final Answer: 3.",2213,25296,0.029533,250.49
House-Floor-Plans-12-page-3,ocr1,ocr_qa,sheet_number,What is the sheet number shown in the title block?,A201,A201,2215,452,0.000963,8.72
House-Floor-Plans-12-page-3,ocr2,ocr_qa,sheet_title,What is the sheet title printed in the title block?,ELEVATIONS,ELEVATIONS,2215,212,0.000687,8.44
House-Floor-Plans-12-page-3,ocr3,ocr_qa,slope_reading,What is the slope of the roof shown on the Front elevation?,6.0/12,"Based on the dimensioned triangle near the roof peak on the Front elevation, the roof slope is **6/12** (a rise of 6 inches for every 12 inches of run).",2217,200,0.000673,5.17
House-Floor-Plans-12-page-3,sp1,spatial_qa,entry_location_front,Where is the main entry door located on the Front elevation?,Centered under the small gable roof.,"Based on the Front Elevation (top left drawing), the main entry door is located in the **center** of the facade, recessed under a small gabled porch roof, and is flanked by windows on either side.",2216,1115,0.001725,23.61
House-Floor-Plans-12-page-4,cmp1,comparison_qa,roof_pitch_view,Which view provides the most detailed information about the roof pitch?,The wall section view,"Based on the architectural drawing, the view labeled **BUILDING SECTION** (labeled '1' at the bottom center) provides the most detailed information about the roof pitch, showing the gable roof structure, scissor trusses, and ridge vent in cross-section.

Alternatively, the **WALL SECTION** (labeled '2' on the left) also shows the roof pitch and layers in detail, but the Building Section gives the overall context of the pitch relative to the house structure.

The most direct answer is the **Building Section** (bottom center).",2216,6747,0.008202,82.68
House-Floor-Plans-12-page-4,cmp2,comparison_qa,section_for_stairs,Which view gives better information about the section view of the stairs?,The building section view.,"Based on the drawing, the view labeled **SECTION VIEW - PORCH** (located at the top center) provides the most specific section information about the stairs, detailing the rise, run, and structural connection to the porch deck and beams.

Additionally, the large **BUILDING SECTION** at the bottom shows the interior stairs in section, but the ""SECTION VIEW - PORCH"" is a dedicated section detail for the stair structure.",2217,5693,0.00699,72.74
House-Floor-Plans-12-page-4,cnt1,counting_qa,section_count,How many building sections are shown on this sheet? and what are the section names?,"Four (4) sections. 1-Building Section, 2-Wall Section, 3-Typ Porch - Flashing detail, and 4-Section view - porch","Based on the architectural drawing sheet A302, there are **3** labeled building sections shown.

The section names are:
1.  **BUILDING SECTION** (labeled as '1')
2.  **WALL SECTION** (labeled as '2')
3.  **SECTION VIEW - PORCH** (labeled as '4')

(Note: There is also a detail labeled ""TYP. PORCH - FLASHING DETAIL"" and an unlabeled wall/roof detail on the far left, but the primary sections are the three listed above.)",2221,12245,0.014526,149.65
House-Floor-Plans-12-page-4,ocr1,ocr_qa,roof_insulation_type,What insulation type is noted inside the roof assembly on the wall section view?,R-38 Batt Insulation.,R-38 Batt Insulation,2219,1899,0.002628,28.74
House-Floor-Plans-12-page-4,ocr2,ocr_qa,sheet_number,What is the sheet number in the title block?,A302,A302,2214,163,0.00063,5.48
House-Floor-Plans-12-page-4,ocr3,ocr_qa,sheet_title,What is the sheet title printed at the bottom of the page?,BUILDING SECTIONS,BUILDING SECTIONS,2217,177,0.000647,6.82
House-Floor-Plans-12-page-4,ocr4,ocr_qa,porch_floor,"According to the section view - porch detail, what is the max rise and min run of the stairs?","Max rise: 7'-3/4"", Min run: 10"".","Max Rise 7 3/4"", Min Run 10""",2225,347,0.000844,6.83
House-Floor-Plans-12-page-4,sp1,spatial_qa,crawlspace_location,Where is the crawlspace shown in the bottom-right building section?,"Below the first floor, at the bottom left portion of the section.","The crawlspace is shown at the bottom of the building section (labeled '1'), located between the floor joists above and the concrete foundation slab below.",2217,531,0.001054,10.82
House-Floor-Plans-12-page-5,cmp1,comparison_qa,larger_porch,"Which porch, front or back, has more deck square footage size?",The front porch,"Based on the ""DECK SQUARE FOOTAGE"" section in the upper right area of the document:

*   **Front Porch:** 84 Square Feet
*   **Rear Porch:** 32 Square Feet

The **front porch** has more square footage.",2218,256,0.000738,19.37
House-Floor-Plans-12-page-5,cnt1,counting_qa,count_abbreviations,How many abbreviation columns are shown on the left side of the sheet?,Three (3) columns.,"Based on the ""ABBREVIATIONS"" section on the left side of the sheet, there are **3** main vertical columns of abbreviations.

1.  The first column (far left) contains sections starting with headers **A**, **B**, **C**, **D**, and **E**.
2.  The second column (middle) contains sections starting with headers **EQUIV**, **F**, **G**, **H**, **I**, **J**, **K**, **L**, **M**, **N**, and **O**.
3.  The third column (right) contains sections starting with headers **P**, **Q**, **R**, **S**, **T & G**, **U**, **V**, **W**, **X**, **Y**, and **Z**.",2218,16618,0.019554,195.69
House-Floor-Plans-12-page-5,cnt2,counting_qa,sheet_count,"According to the Sheet List, how many sheets are included in this drawing set?",Eight (8) sheets.,"According to the Sheet List, there are **8** sheets included in this drawing set.",2220,338,0.000833,31.16
House-Floor-Plans-12-page-5,ocr1,ocr_qa,living_area,What is the living area square footage of the first floor?,846 square feet.,846 SF,2216,243,0.000723,11.44
House-Floor-Plans-12-page-5,ocr2,ocr_qa,sheet_title,What is the sheet title printed at the bottom-left of the page?,COVER SHEET,COVER SHEET,2218,167,0.000636,23.49
House-Floor-Plans-12-page-5,ocr3,ocr_qa,sheet_number,What is the sheet number shown in the title block?,G001,G001,2215,299,0.000787,15.75
House-Floor-Plans-12-page-5,ocr4,ocr_qa,deck_area,"According to the 'Deck Square Footage' table, what is the front porch area?",84 square feet.,84 SQUARE FEET,2223,187,0.00066,18.27
House-Floor-Plans-12-page-5,ocr5,ocr_qa,abbreviation_column,"According to the abbreviation column, what is 'IRC' stand for?",International Residential Code.,International Residential Code,2218,498,0.001016,23.71
House-Floor-Plans-12-page-5,sp1,spatial_qa,map_orientation,Which side of the sheet contains the location map?,Bottom-right quadrant.,Right side,2214,566,0.001094,28.88
House-Floor-Plans-12-page-5,sp2,spatial_qa,rendering_position,Where is the exterior rendering of the house located on the sheet?,Upper-right quadrant.,The exterior rendering of the house is located in the upper right portion of the sheet.,2217,515,0.001036,21.29
House-Floor-Plans-12-page-5,sp3,spatial_qa,legend_location,Where is the symbol legend located on the sheet with respect to the sheet list table?,Directly on the left side of the sheet list table.,To the left of the sheet list table.,2221,2112,0.002873,42.39
Rinker_009-1,cmp1,comparison_qa,largest_room,"Which room is largest? The Structures studio, M.E.P studio, or the soil and concrete lab?",The M.E.P studio,,729,65536,0.075512,582.23
Rinker_009-1,cnt1,counting_qa,elevator_shaft,How many elevator shafts are shown in the building plan?,One (1) elevator shaft.,,719,65536,0.07551,660.79
Rinker_009-1,ocr1,ocr_qa,sheet_title,What is the sheet title printed in the title block on the lower right?,MECHANICAL LEVEL & FIRST FLOOR PLAN,MECHANICAL LEVEL & FIRST FLOOR PLAN,723,839,0.001109,25.27
Rinker_009-1,ocr2,ocr_qa,sheet_number,What is the sheet number?,A102,A102,714,213,0.000388,16.09
Rinker_009-1,ocr3,ocr_qa,client_name,What is the building name indicated near the title block?,"M.E. RINKER, SR. HALL School of Building Construction","M.E. RINKER, Sr. HALL",719,145,0.000311,9.73
Rinker_009-1,ocr4,ocr_qa,university_name,Which university is shown on the cover column?,UNIVERSITY OF FLORIDA – GAINESVILLE,University of Florida,717,216,0.000392,12.4
Rinker_009-1,ocr5,ocr_qa,scale_first_floor,What is the drawing scale for the first floor plan?,"1/8"" = 1'-0""","1/8"" = 1'-0""",719,3721,0.004423,39.93
Rinker_009-1,sp1,spatial_qa,count_grid_columns,Which room on the first floor plan is located inside the veritical grid G and I horizontally and grid 1 and 2 vertically?,The Structures Studio (0140),,736,65536,0.075514,691.52
Rinker_009-1,sp2,spatial_qa,room_orientation,"In the first floor plan, is the M.E.P Studio room located north or south of the central corridor?",South of the central corridor,North,730,1817,0.002236,33.46
Rinker_009-1,sp3,spatial_qa,mech_vs_floor_location,Which half of the sheet contains the mechanical level plan?,The upper half of the sheet.,The top half (specifically the upper right section) contains the Mechanical Level Plan.,719,815,0.001081,15.85
Rinker_009-1,sp4,spatial_qa,mech_vs_floor_location,Where is the soil and concrete lab located with respect to the structures studio on first floor?,The soil and concrete lab is located to the right of the structures studio.,,726,65536,0.075512,653.36
Rinker_051-1,cmp1,comparison_qa,largest_footing_type,Which footing type listed in the spread footing schedule has the largest dimensions?,"Footing type F10 (10'-0"" × 10'-0"").",,722,65536,0.075511,639.08
Rinker_051-1,cmp2,comparison_qa,thick_footing_type,Which footing type listed in the spread footing schedule has the largest thickness?,"Footing type F10 (10'-0"" × 10'-0"").","Based on the Spread Footing Schedule in the drawing, the footing type with the largest thickness is the **12'-0"" x 12'-0""** footing, which has a thickness of **24""**. All other listed footing sizes (ranging from 4'-0"" x 4'-0"" to 11'-0"" x 11'-0"") have a thickness of 18"".",722,16702,0.019352,174.56
Rinker_051-1,cnt1,counting_qa,footing_typology,How many footing typology are available on the spread footing schedule?,Seven (7) footing types,"Based on the ""SPREAD FOOTING SCHEDULE"" in the drawing, the footing marks range from **F1** to **F100** (with variations A, B, and C for each base type). Since the base types (F1 through F100) represent distinct sizes (incrementing by 6 inches starting from 2'-0"" x 2'-0""), there are **100** distinct footing typologies listed.

**100**",721,34652,0.039994,373.79
Rinker_051-1,ocr1,ocr_qa,column_size_lookup,"According to the column size schedule, what is the cross-section of C2 on the second floor?",W12×79 column section.,"Based on the Column Schedule located at the bottom center of the drawing, the cross-section for column **C2** on the **2nd Floor** is **14x14**.",728,7829,0.009149,95.51
Rinker_051-1,ocr2,ocr_qa,sheet_title,What is the sheet title printed in the title block?,FOUNDATION SLAB-ON-GRADE PLAN,FOUNDATION SLAB-ON-GRADE PLAN,719,920,0.001202,16.42
Rinker_051-1,ocr3,ocr_qa,drawing_number,What is the drawing number shown on this drawing?,S1.0,S1.0,718,553,0.00078,13.33
Rinker_051-1,ocr4,ocr_qa,issued_date,When was the issued date for this drawing?,11-21-01,11-24-91,717,824,0.001091,16.79
Rinker_051-1,sp1,spatial_qa,grid_zone_identification,Which footing type is located at the intersection of gridlines C and 4?,Footing type F1.,,724,65536,0.075511,574.29
Rinker_051-1,sp2,spatial_qa,directional_relationship,Is the cast-in-place concrete stair enclosure located east or west of the gridline labeled 'K'?,East of gridline K.,East,729,2123,0.002587,27.33
